   1.57079641E-02   2.54073882    
   3.14159282E-02   2.54221654    
   4.71238941E-02   2.54443336    
   6.28318563E-02   2.54738903    
   7.85398260E-02   2.55108356    
   9.42477882E-02   2.55551696    
  0.109955758       2.56068921    
  0.125663713       2.56660032    
  0.141371682       2.57325053    
  0.157079652       2.58063960    
  0.172787622       2.58876753    
  0.188495576       2.59763432    
  0.204203546       2.60723996    
  0.219911516       2.61758447    
  0.235619485       2.62866807    
  0.251327425       2.64049053    
  0.267035395       2.65305185    
  0.282743365       2.66635203    
  0.298451334       2.68039107    
  0.314159304       2.69516897    
  0.329867274       2.71068597    
  0.345575243       2.72694182    
  0.361283213       2.74393654    
  0.376991153       2.76035643    
  0.392699122       2.77677631    
  0.408407092       2.79319620    
  0.424115062       2.80961609    
  0.439823031       2.82603598    
  0.455531001       2.84245586    
  0.471238971       2.85887575    
  0.486946940       2.87529564    
  0.502654850       2.89171553    
  0.518362820       2.90813541    
  0.534070730       2.92455530    
  0.549778700       2.94097519    
  0.565486610       2.95739508    
  0.581194580       2.97381496    
  0.596902490       2.99023485    
  0.612610459       3.00665474    
  0.628318369       3.02307463    
  0.644026279       3.03949451    
  0.659734249       3.05591440    
  0.675442159       3.07233429    
  0.691150129       3.08875418    
  0.706858039       3.10517406    
  0.722566009       3.12159395    
  0.738273919       3.13801384    
  0.753981888       3.15443373    
  0.769689798       3.17085361    
  0.785397768       3.18727350    
  0.801105678       3.20369339    
  0.816813588       3.22011328    
  0.832521558       3.23653316    
  0.848229468       3.25295305    
  0.863937438       3.26937294    
  0.879645348       3.28579283    
  0.895353317       3.30221272    
  0.911061227       3.31863260    
  0.926769197       3.33505249    
  0.942477107       3.35147238    
  0.958185077       3.36789227    
  0.973892987       3.38431215    
  0.989600897       3.40073204    
   1.00530887       3.41715193    
   1.02101696       3.43357182    
   1.03672493       3.44999170    
   1.05243289       3.46641159    
   1.06814086       3.48283148    
   1.08384895       3.49925137    
   1.09955692       3.51567125    
   1.11526489       3.53209114    
   1.13097286       3.54851103    
   1.14668083       3.56493092    
   1.16238892       3.58135080    
   1.17809689       3.59777069    
   1.19380486       3.61419058    
   1.20951283       3.63061047    
   1.22522092       3.64703035    
   1.24092889       3.66345024    
   1.25663686       3.67987013    
   1.27234483       3.69629002    
   1.28805280       3.71270990    
   1.30376089       3.72912979    
   1.31946886       3.74554968    
   1.33517683       3.76196957    
   1.35088480       3.77838945    
   1.36659276       3.79480934    
   1.38230085       3.81122923    
   1.39800882       3.82764912    
   1.41371679       3.84406900    
   1.42942476       3.86048889    
   1.44513285       3.87690878    
   1.46084082       3.89332867    
   1.47654879       3.90974855    
   1.49225676       3.92616844    
   1.50796473       3.94258833    
   1.52367282       3.95900822    
   1.53938079       3.97542810    
   1.55508876       3.99184799    
   1.57079673       4.00826788    
   1.58650482       4.02468777    
   1.60221279       4.04110765    
   1.61792076       4.05752754    
   1.63362873       4.07394743    
   1.64933670       4.09036732    
   1.66504478       4.10678720    
   1.68075275       4.12320709    
   1.69646072       4.13962698    
   1.71216869       4.15604687    
   1.72787678       4.17246675    
   1.74358475       4.18888664    
   1.75929272       4.20530653    
   1.77500069       4.22172642    
   1.79070866       4.23814631    
   1.80641675       4.25456619    
   1.82212472       4.27098608    
   1.83783269       4.28740597    
   1.85354066       4.30382586    
   1.86924875       4.32024574    
   1.88495672       4.33666563    
   1.90066469       4.35308552    
   1.91637266       4.36950541    
   1.93208063       4.38592529    
   1.94778872       4.40234518    
   1.96349669       4.41876507    
   1.97920465       4.43518496    
   1.99491262       4.45160484    
   2.01062059       4.46802473    
   2.02632856       4.48444462    
   2.04203653       4.50086451    
   2.05774474       4.51728439    
   2.07345271       4.53370428    
   2.08916068       4.55012417    
   2.10486865       4.56654406    
   2.12057662       4.58296394    
   2.13628459       4.59938383    
   2.15199256       4.61580372    
   2.16770053       4.63222361    
   2.18340850       4.64864349    
   2.19911671       4.66506338    
   2.21482468       4.68148327    
   2.23053265       4.69790316    
   2.24624062       4.71432304    
   2.26194859       4.73074293    
   2.27765656       4.74716282    
   2.29336452       4.76358271    
   2.30907249       4.78000259    
   2.32478046       4.79642248    
   2.34048867       4.81284237    
   2.35619664       4.82926226    
   2.37190461       4.84568214    
   2.38761258       4.86210203    
   2.40332055       4.87852192    
   2.41902852       4.89494181    
   2.43473649       4.91136169    
   2.45044446       4.92778158    
   2.46615243       4.94420147    
   2.48186064       4.96062136    
   2.49756861       4.97704124    
   2.51327658       4.99346113    
   2.52898455       5.00988102    
   2.54469252       5.02630091    
   2.56040049       5.04272079    
   2.57610846       5.05914068    
   2.59181643       5.07556057    
   2.60752439       5.09198046    
   2.62323260       5.10840034    
   2.63894057       5.12482023    
   2.65464854       5.14124012    
   2.67035651       5.15766001    
   2.68606448       5.17407990    
   2.70177245       5.19049978    
   2.71748042       5.20691967    
   2.73318839       5.22333956    
   2.74889636       5.23975945    
   2.76460433       5.25617933    
   2.78031254       5.27259922    
   2.79602051       5.28901911    
   2.81172848       5.30453587    
   2.82743645       5.31931353    
   2.84314442       5.33335257    
   2.85885239       5.34665251    
   2.87456036       5.35921335    
   2.89026833       5.37103558    
   2.90597630       5.38211870    
   2.92168450       5.39246321    
   2.93739247       5.40206861    
   2.95310044       5.41093493    
   2.96880841       5.41906261    
   2.98451638       5.42645121    
   3.00022435       5.43310118    
   3.01593232       5.43901205    
   3.03164029       5.44418430    
   3.04734826       5.44861746    
   3.06305647       5.45231152    
   3.07876444       5.45526695    
   3.09447241       5.45748329    
   3.11018038       5.45896101    
   3.12588835       5.45969963    
   3.14159632       5.45969915    
   3.15730429       5.45896006    
   3.17301226       5.45748186    
   3.18872023       5.45526505    
   3.20442843       5.45230913    
   3.22013640       5.44861412    
   3.23584437       5.44418049    
   3.25155234       5.43900776    
   3.26726031       5.43309641    
   3.28296828       5.42644596    
   3.29867625       5.41905689    
   3.31438422       5.41092873    
   3.33009219       5.40206146    
   3.34580040       5.39245558    
   3.36150837       5.38211060    
   3.37721634       5.37102699    
   3.39292431       5.35920429    
   3.40863228       5.34664249    
   3.42434025       5.33334208    
   3.44004822       5.31930256    
   3.45575619       5.30452442    
   3.47146416       5.28900719    
   3.48717237       5.27275085    
   3.50288033       5.25575590    
   3.51858830       5.23933601    
   3.53429627       5.22291613    
   3.55000424       5.20649624    
   3.56571221       5.19007635    
   3.58142018       5.17365646    
   3.59712815       5.15723658    
   3.61283612       5.14081669    
   3.62854433       5.12439680    
   3.64425230       5.10797691    
   3.65996027       5.09155703    
   3.67566824       5.07513714    
   3.69137621       5.05871725    
   3.70708418       5.04229736    
   3.72279215       5.02587748    
   3.73850012       5.00945759    
   3.75420809       4.99303770    
   3.76991630       4.97661781    
   3.78562427       4.96019793    
   3.80133224       4.94377804    
   3.81704021       4.92735815    
   3.83274817       4.91093826    
   3.84845614       4.89451838    
   3.86416411       4.87809849    
   3.87987208       4.86167860    
   3.89558005       4.84525871    
   3.91128802       4.82883883    
   3.92699623       4.81241894    
   3.94270396       4.79599905    
   3.95841169       4.77957916    
   3.97411942       4.76315928    
   3.98982716       4.74673939    
   4.00553513       4.73031950    
   4.02124262       4.71389961    
   4.03695059       4.69747972    
   4.05265808       4.68105984    
   4.06836605       4.66463995    
   4.08407354       4.64822006    
   4.09978151       4.63180017    
   4.11548948       4.61538029    
   4.13119698       4.59896040    
   4.14690495       4.58254051    
   4.16261244       4.56612062    
   4.17832041       4.54970074    
   4.19402790       4.53328085    
   4.20973587       4.51686096    
   4.22544384       4.50044107    
   4.24115133       4.48402119    
   4.25685930       4.46760130    
   4.27256680       4.45118141    
   4.28827477       4.43476152    
   4.30398226       4.41834164    
   4.31969023       4.40192175    
   4.33539772       4.38550186    
   4.35110569       4.36908197    
   4.36681366       4.35266209    
   4.38252115       4.33624220    
   4.39822912       4.31982231    
   4.41393661       4.30340242    
   4.42964458       4.28698254    
   4.44535208       4.27056265    
   4.46106005       4.25414276    
   4.47676802       4.23772287    
   4.49247551       4.22130299    
   4.50818348       4.20488310    
   4.52389097       4.18846321    
   4.53959894       4.17204332    
   4.55530643       4.15562344    
   4.57101440       4.13920355    
   4.58672190       4.12278366    
   4.60242987       4.10636377    
   4.61813784       4.08994389    
   4.63384533       4.07352400    
   4.64955330       4.05710411    
   4.66526079       4.04068422    
   4.68096876       4.02426434    
   4.69667625       4.00784445    
   4.71238422       3.99142456    
   4.72809219       3.97500467    
   4.74379969       3.95858479    
   4.75950766       3.94216490    
   4.77521515       3.92574501    
   4.79092312       3.90932512    
   4.80663061       3.89290524    
   4.82233858       3.87648535    
   4.83804655       3.86006546    
   4.85375404       3.84364557    
   4.86946201       3.82722569    
   4.88516951       3.81080580    
   4.90087748       3.79438591    
   4.91658497       3.77796602    
   4.93229294       3.76154613    
   4.94800043       3.74512625    
   4.96370840       3.72870636    
   4.97941637       3.71228647    
   4.99512386       3.69586658    
   5.01083183       3.67944670    
   5.02653933       3.66302681    
   5.04224730       3.64660692    
   5.05795479       3.63018703    
   5.07366276       3.61376715    
   5.08937073       3.59734726    
   5.10507822       3.58092737    
   5.12078619       3.56450748    
   5.13649368       3.54808760    
   5.15220165       3.53166771    
   5.16790915       3.51524782    
   5.18361712       3.49882793    
   5.19932461       3.48240805    
   5.21503258       3.46598816    
   5.23074055       3.44956827    
   5.24644804       3.43314838    
   5.26215601       3.41672850    
   5.27786350       3.40030861    
   5.29357147       3.38388872    
   5.30927896       3.36746883    
   5.32498693       3.35104895    
   5.34069490       3.33462906    
   5.35640240       3.31820917    
   5.37211037       3.30178928    
   5.38781786       3.28536940    
   5.40352583       3.26894951    
   5.41923332       3.25252962    
   5.43494129       3.23610973    
   5.45064878       3.21968985    
   5.46635675       3.20326996    
   5.48206472       3.18685007    
   5.49777222       3.17043018    
   5.51348019       3.15401030    
   5.52918768       3.13759041    
   5.54489565       3.12117052    
   5.56060314       3.10475063    
   5.57631111       3.08833075    
   5.59201908       3.07191086    
   5.60772657       3.05549097    
   5.62343454       3.03907108    
   5.63914204       3.02265120    
   5.65485001       3.00623131    
   5.67055750       2.98981142    
   5.68626547       2.97339153    
   5.70197344       2.95697165    
   5.71768093       2.94055176    
   5.73338890       2.92413187    
   5.74909639       2.90771198    
   5.76480436       2.89129210    
   5.78051186       2.87487221    
   5.79621983       2.85845232    
   5.81192732       2.84203243    
   5.82763529       2.82561255    
   5.84334326       2.80919266    
   5.85905075       2.79277277    
   5.87475872       2.77635288    
   5.89046621       2.75993299    
   5.90617418       2.74351311    
   5.92188168       2.72709322    
   5.93758965       2.71067333    
   5.95329762       2.69515562    
   5.96900511       2.68037677    
   5.98471308       2.66633677    
   6.00042057       2.65303564    
   6.01612854       2.64047337    
   6.03183603       2.62864995    
   6.04754400       2.61756563    
   6.06325150       2.60722017    
   6.07895947       2.59761357    
   6.09466743       2.58874583    
   6.11037493       2.58061695    
   6.12608290       2.57322693    
   6.14179039       2.56657577    
   6.15749836       2.56066346    
   6.17320585       2.55549026    
   6.18891382       2.55105591    
   6.20462179       2.54736042    
   6.22032928       2.54440379    
   6.23603725       2.54218602    
   6.25174475       2.54070711    
   6.26745272       2.53996706    
   6.28316021       2.53996587    
   6.29886818       2.54070377    
