   2.54042530       3.99081931E-02   0.00000000    
   2.54096198       7.98529536E-02   0.00000000    
   2.54160857      0.119859241       0.00000000    
   2.54236245      0.159951881       0.00000000    
   2.54321933      0.200155735       0.00000000    
   2.54417539      0.240495414       0.00000000    
   2.54522514      0.280995518       0.00000000    
   2.54636192      0.321680307       0.00000000    
   2.54757905      0.362574190       0.00000000    
   2.54886770      0.403701037       0.00000000    
   2.55021906      0.445084512       0.00000000    
   2.55162311      0.486748159       0.00000000    
   2.55306888      0.528715193       0.00000000    
   2.55454445      0.571008444       0.00000000    
   2.55603766      0.613650501       0.00000000    
   2.55753469      0.656663358       0.00000000    
   2.55902076      0.700068951       0.00000000    
   2.56048083      0.743888557       0.00000000    
   2.56189919      0.788143158       0.00000000    
   2.56325793      0.832853138       0.00000000    
   2.56454015      0.878038466       0.00000000    
   2.56572723      0.923718750       0.00000000    
   2.56679893      0.969912648       0.00000000    
   2.56651449       1.01615500       0.00000000    
   2.56540680       1.06262636       0.00000000    
   2.56346869       1.10931206       0.00000000    
   2.56069326       1.15619743       0.00000000    
   2.55707359       1.20326769       0.00000000    
   2.55260372       1.25050783       0.00000000    
   2.54727674       1.29790270       0.00000000    
   2.54108739       1.34543669       0.00000000    
   2.53402948       1.39309466       0.00000000    
   2.52609801       1.44086099       0.00000000    
   2.51728773       1.48871958       0.00000000    
   2.50759363       1.53665531       0.00000000    
   2.49701142       1.58465135       0.00000000    
   2.48553658       1.63269222       0.00000000    
   2.47316551       1.68076110       0.00000000    
   2.45989394       1.72884202       0.00000000    
   2.44571900       1.77691829       0.00000000    
   2.43063736       1.82497346       0.00000000    
   2.41464639       1.87299097       0.00000000    
   2.39774346       1.92095387       0.00000000    
   2.37992644       1.96884549       0.00000000    
   2.36119342       2.01664853       0.00000000    
   2.34154296       2.06434631       0.00000000    
   2.32097340       2.11192179       0.00000000    
   2.29948401       2.15935755       0.00000000    
   2.27707434       2.20663667       0.00000000    
   2.25374365       2.25374198       0.00000000    
   2.22949243       2.30065560       0.00000000    
   2.20432043       2.34736037       0.00000000    
   2.17822838       2.39383960       0.00000000    
   2.15121770       2.44007492       0.00000000    
   2.12328911       2.48604941       0.00000000    
   2.09444475       2.53174567       0.00000000    
   2.06468582       2.57714581       0.00000000    
   2.03401518       2.62223291       0.00000000    
   2.00243449       2.66698909       0.00000000    
   1.96994781       2.71139669       0.00000000    
   1.93655765       2.75543880       0.00000000    
   1.90226758       2.79909754       0.00000000    
   1.86708164       2.84235525       0.00000000    
   1.83100379       2.88519549       0.00000000    
   1.79403830       2.92759991       0.00000000    
   1.75619054       2.96955156       0.00000000    
   1.71746564       3.01103330       0.00000000    
   1.67786884       3.05202746       0.00000000    
   1.63740563       3.09251738       0.00000000    
   1.59608293       3.13248515       0.00000000    
   1.55390680       3.17191458       0.00000000    
   1.51088405       3.21078801       0.00000000    
   1.46702182       3.24908900       0.00000000    
   1.42232716       3.28680062       0.00000000    
   1.37680840       3.32390618       0.00000000    
   1.33047342       3.36038899       0.00000000    
   1.28333056       3.39623260       0.00000000    
   1.23538816       3.43142056       0.00000000    
   1.18665612       3.46593642       0.00000000    
   1.13714314       3.49976444       0.00000000    
   1.08685899       3.53288794       0.00000000    
   1.03581369       3.56529164       0.00000000    
  0.984017015       3.59695983       0.00000000    
  0.931480587       3.62787628       0.00000000    
  0.878214598       3.65802598       0.00000000    
  0.824230313       3.68739343       0.00000000    
  0.769539297       3.71596384       0.00000000    
  0.714152813       3.74372196       0.00000000    
  0.658083916       3.77065277       0.00000000    
  0.601344526       3.79674220       0.00000000    
  0.543947279       3.82197547       0.00000000    
  0.485904664       3.84633827       0.00000000    
  0.427230805       3.86981678       0.00000000    
  0.367938876       3.89239717       0.00000000    
  0.308042645       3.91406560       0.00000000    
  0.247556180       3.93480849       0.00000000    
  0.186493307       3.95461321       0.00000000    
  0.124869667       3.97346663       0.00000000    
   6.26996458E-02   3.99135542       0.00000000    
  -1.60867523E-06   4.00826788       0.00000000    
  -6.32191747E-02   4.02419138       0.00000000    
 -0.126936421       4.03911352       0.00000000    
 -0.191137910       4.05302334       0.00000000    
 -0.255807489       4.06590796       0.00000000    
 -0.320928782       4.07775784       0.00000000    
 -0.386485606       4.08856106       0.00000000    
 -0.452460080       4.09830666       0.00000000    
 -0.518835664       4.10698462       0.00000000    
 -0.585595012       4.11458445       0.00000000    
 -0.652720988       4.12109613       0.00000000    
 -0.720194936       4.12651062       0.00000000    
 -0.787999332       4.13081837       0.00000000    
 -0.856115937       4.13401031       0.00000000    
 -0.924526513       4.13607740       0.00000000    
 -0.993212819       4.13701105       0.00000000    
  -1.06215513       4.13680410       0.00000000    
  -1.13133490       4.13544798       0.00000000    
  -1.20073318       4.13293552       0.00000000    
  -1.27033114       4.12925911       0.00000000    
  -1.34010804       4.12441254       0.00000000    
  -1.41004491       4.11838865       0.00000000    
  -1.48012185       4.11118174       0.00000000    
  -1.55031896       4.10278606       0.00000000    
  -1.62061656       4.09319496       0.00000000    
  -1.69099343       4.08240414       0.00000000    
  -1.76142955       4.07040930       0.00000000    
  -1.83190453       4.05720472       0.00000000    
  -1.90239775       4.04278708       0.00000000    
  -1.97288811       4.02715254       0.00000000    
  -2.04335499       4.01029682       0.00000000    
  -2.11377811       3.99221754       0.00000000    
  -2.18413496       3.97291207       0.00000000    
  -2.25440478       3.95237780       0.00000000    
  -2.32456613       3.93061256       0.00000000    
  -2.39459825       3.90761518       0.00000000    
  -2.46447921       3.88338447       0.00000000    
  -2.53418779       3.85791874       0.00000000    
  -2.60370183       3.83121800       0.00000000    
  -2.67300034       3.80328202       0.00000000    
  -2.74206233       3.77411056       0.00000000    
  -2.81086421       3.74370527       0.00000000    
  -2.87938499       3.71206641       0.00000000    
  -2.94760275       3.67919564       0.00000000    
  -3.01549578       3.64509439       0.00000000    
  -3.08304238       3.60976529       0.00000000    
  -3.15022063       3.57321000       0.00000000    
  -3.21700835       3.53543234       0.00000000    
  -3.28338385       3.49643517       0.00000000    
  -3.34932590       3.45622158       0.00000000    
  -3.41481161       3.41479683       0.00000000    
  -3.47981906       3.37216473       0.00000000    
  -3.54432702       3.32833004       0.00000000    
  -3.60831356       3.28329825       0.00000000    
  -3.67175722       3.23707533       0.00000000    
  -3.73463583       3.18966603       0.00000000    
  -3.79692793       3.14107800       0.00000000    
  -3.85861206       3.09131718       0.00000000    
  -3.91966724       3.04039025       0.00000000    
  -3.98007083       2.98830652       0.00000000    
  -4.03980207       2.93507290       0.00000000    
  -4.09883976       2.88069797       0.00000000    
  -4.15716267       2.82518983       0.00000000    
  -4.21474981       2.76855850       0.00000000    
  -4.27158022       2.71081257       0.00000000    
  -4.32763338       2.65196252       0.00000000    
  -4.38288784       2.59201813       0.00000000    
  -4.43732452       2.53098893       0.00000000    
  -4.49092102       2.46888852       0.00000000    
  -4.54365778       2.40572715       0.00000000    
  -4.59551525       2.34151602       0.00000000    
  -4.64647293       2.27626753       0.00000000    
  -4.69651079       2.20999432       0.00000000    
  -4.74560976       2.14270902       0.00000000    
  -4.79374981       2.07442498       0.00000000    
  -4.84091187       2.00515556       0.00000000    
  -4.88707733       1.93491495       0.00000000    
  -4.93222713       1.86371613       0.00000000    
  -4.97634172       1.79157615       0.00000000    
  -5.01854897       1.71821618       0.00000000    
  -5.05897284       1.64374280       0.00000000    
  -5.09758615       1.56820512       0.00000000    
  -5.13436127       1.49165273       0.00000000    
  -5.16927338       1.41413605       0.00000000    
  -5.20229864       1.33570611       0.00000000    
  -5.23341417       1.25641441       0.00000000    
  -5.26259947       1.17631185       0.00000000    
  -5.28983259       1.09545314       0.00000000    
  -5.31509590       1.01389027       0.00000000    
  -5.33837223      0.931676686       0.00000000    
  -5.35964537      0.848865926       0.00000000    
  -5.37890148      0.765512526       0.00000000    
  -5.39612627      0.681670725       0.00000000    
  -5.41130877      0.597395539       0.00000000    
  -5.42443800      0.512741804       0.00000000    
  -5.43550539      0.427763700       0.00000000    
  -5.44450331      0.342519253       0.00000000    
  -5.45142555      0.257062793       0.00000000    
  -5.45626783      0.171450198       0.00000000    
  -5.45902634       8.57372731E-02   0.00000000    
  -5.45969915      -2.00027080E-05   0.00000000    
  -5.45828629      -8.57656524E-02   0.00000000    
  -5.45478868     -0.171443701       0.00000000    
  -5.44920778     -0.256998241       0.00000000    
  -5.44154882     -0.342374682       0.00000000    
  -5.43181610     -0.427514702       0.00000000    
  -5.42001724     -0.512364030       0.00000000    
  -5.40615892     -0.596867085       0.00000000    
  -5.39025211     -0.680968821       0.00000000    
  -5.37230682     -0.764614224       0.00000000    
  -5.35233593     -0.847748458       0.00000000    
  -5.33035231     -0.930317283       0.00000000    
  -5.30637217      -1.01226640       0.00000000    
  -5.28041077      -1.09354377       0.00000000    
  -5.25248718      -1.17409325       0.00000000    
  -5.22262001      -1.25386345       0.00000000    
  -5.19082928      -1.33280194       0.00000000    
  -5.15713739      -1.41085684       0.00000000    
  -5.12156868      -1.48797679       0.00000000    
  -5.08414555      -1.56411111       0.00000000    
  -5.04489517      -1.63920975       0.00000000    
  -5.00384474      -1.71322298       0.00000000    
  -4.96102190      -1.78610301       0.00000000    
  -4.91645718      -1.85779977       0.00000000    
  -4.87140274      -1.92875040       0.00000000    
  -4.82533598      -1.99874544       0.00000000    
  -4.77827644      -2.06777072       0.00000000    
  -4.73024273      -2.13581252       0.00000000    
  -4.68125439      -2.20285726       0.00000000    
  -4.63133049      -2.26889133       0.00000000    
  -4.58049059      -2.33390284       0.00000000    
  -4.52875423      -2.39787984       0.00000000    
